0,500,5,500,5,500,5
0.9999,500,5,500,5,500,5
1,500,5,500,5,500,5
1.0059,522.172277582282,5,500,5,500,5
1.0118,544.268282047311,5,500,5,500,5
1.0177,566.212002659018,5,500,5,500,5
1.0236,587.927952541101,5,500,5,500,5
1.0295,609.341428353524,5,500,5,500,5
1.0354,630.378767273631,5,500,5,500,5
1.0413,650.967600397859,5,500,5,500,5
1.0472,671.037101692338,5,500,5,500,5
1.0531,690.518231635995,5,500,5,500,5
1.059,709.343974718,5,500,5,500,5
1.0649,727.449569972588,5,500,5,500,5
1.0708,744.772733758186,5,500,5,500,5
1.0767,761.253874014497,5,500,5,500,5
1.0826,776.836295260484,5,500,5,500,5
1.0885,791.466393628056,5,500,5,500,5
1.0944,805.093841260544,5,500,5,500,5
1.1003,817.67175944162,5,500,5,500,5
1.1062,829.156879859101,5,500,5,500,5
1.1121,839.509693448887,5,500,5,500,5
1.118,848.694586306999,5,500,5,500,5
1.1239,856.679962202181,5,500,5,500,5
1.1298,863.438351267629,5,500,5,500,5
1.1357,868.946504497925,5,500,5,500,5
1.1416,873.185473726124,5,500,5,500,5
1.1475,876.14067680586,5,500,5,500,5
1.1534,877.801947774247,5,500,5,500,5
1.1593,878.163571823012,5,500,5,500,5
1.1652,877.22430495756,5,500,5,500,5
1.1711,874.987378276342,5,500,5,500,5
1.177,871.460486855807,5,500,5,500,5
1.1829,866.655763279171,5,500,5,500,5
1.1888,860.589735900066,5,500,5,500,5
1.1947,853.283271984648,5,500,5,500,5
1.2006,844.76150592774,5,500,5,500,5
1.2065,835.053752789974,5,500,5,500,5
1.2124,824.193407453341,5,500,5,500,5
1.2183,812.217829742071,5,500,5,500,5
1.2242,799.168215904027,5,500,5,500,5
1.2301,785.089456894712,5,500,5,500,5
1.236,770.029983951409,5,500,5,500,5
1.2419,754.04160198867,5,500,5,500,5
1.2478,737.179311388282,5,500,5,500,5
1.2537,719.501118796759,5,500,5,500,5
1.2596,701.067837581213,5,500,5,500,5
1.2655,681.942878630052,5,500,5,500,5
1.2714,662.19203221814,5,500,5,500,5
1.2773,641.883241686827,5,500,5,500,5
1.2832,621.086369717366,5,500,5,500,5
1.2891,599.872958001781,5,500,5,500,5
1.295,578.315981137881,5,500,5,500,5
1.3009,556.489595595062,5,500,5,500,5
1.3068,534.468884614435,5,500,5,500,5
1.3127,512.329599920845,5,500,5,500,5
1.3127,500,5,500,5,500,5
1.3186,522.337025189631,5,500,5,500,5
1.3245,544.429741002711,5,500,5,500,5
1.3304,566.036510176405,5,500,5,500,5
1.3363,586.921010449299,5,500,5,500,5
1.3422,606.854819316695,5,500,5,500,5
1.3481,625.619912382983,5,500,5,500,5
1.354,643.011047985541,5,500,5,500,5
1.3599,658.838012008543,5,500,5,500,5
1.3658,672.927698334217,5,500,5,500,5
1.3717,685.126002176773,5,500,5,500,5
1.3776,695.299505590827,5,500,5,500,5
1.3835,703.336936719213,5,500,5,500,5
1.3894,709.150386819767,5,500,5,500,5
1.3953,712.676271759975,5,500,5,500,5
1.4012,713.876027463186,5,500,5,500,5
1.4071,712.736531700035,5,500,5,500,5
1.413,709.270247611747,5,500,5,500,5
1.4189,703.515087395554,5,500,5,500,5
1.4248,695.533997643156,5,500,5,500,5
1.4307,685.414270867545,5,500,5,500,5
1.4366,673.266590748327,5,500,5,500,5
1.4425,659.223821538074,5,500,5,500,5
1.4484,643.439554870483,5,500,5,500,5
1.4543,626.086429864513,5,500,5,500,5
1.4602,607.354244898213,5,500,5,500,5
1.4661,587.447881704568,5,500,5,500,5
1.472,566.585064494389,5,500,5,500,5
1.4779,544.993978615655,5,500,5,500,5
1.4838,522.910774795035,5,500,5,500,5
1.4897,500.576986258724,5,500,5,500,5
1.4897,500,5,500,5,500,5
1.4956,511.771341611972,5,500,5,500,5
1.5015,523.398654092835,5,500,5,500,5
1.5074,534.739670590694,5,500,5,500,5
1.5133,545.655627249574,5,500,5,500,5
1.5192,556.012961064967,5,500,5,500,5
1.5251,565.684944103966,5,500,5,500,5
1.531,574.553234094372,5,500,5,500,5
1.5369,582.509322410418,5,500,5,500,5
1.5428,589.455861738184,5,500,5,500,5
1.5487,595.307857175936,5,500,5,500,5
1.5546,599.993706195608,5,500,5,500,5
1.5605,603.456074740891,5,500,5,500,5
1.5664,605.652598742372,5,500,5,500,5
1.5723,606.556402466269,5,500,5,500,5
1.5782,606.156427354491,5,500,5,500,5
1.5841,604.457567332447,5,500,5,500,5
1.59,601.480608929057,5,500,5,500,5
1.5959,597.261976941623,5,500,5,500,5
1.6018,591.853288757495,5,500,5,500,5
1.6077,585.320722785665,5,500,5,500,5
1.6136,577.744208725895,5,500,5,500,5
1.6195,569.216449582891,5,500,5,500,5
1.6254,559.841787391754,5,500,5,500,5
1.6313,549.734926533201,5,500,5,500,5
1.6372,539.019530259535,5,500,5,500,5
1.6431,527.826707603663,5,500,5,500,5
1.649,516.293409184716,5,500,5,500,5
1.6549,504.560751538502,5,500,5,500,5
1.66081715976331,500,5,500,5,500,5
1.66081715976331,500,5,500,5,500,5
1.66671715976331,501.938334653498,5,500,5,500,5
1.67261715976331,503.779172550483,5,500,5,500,5
1.67851715976331,505.429920947024,5,500,5,500,5
1.68441715976331,506.807548456259,5,500,5,500,5
1.69031715976331,507.842761463904,5,500,5,500,5
1.69621715976331,508.483489544264,5,500,5,500,5
1.70211715976331,508.697504562982,5,500,5,500,5
1.70801715976331,508.474041727646,5,500,5,500,5
1.71391715976331,507.824341048647,5,500,5,500,5
1.71981715976331,506.781081975218,5,500,5,500,5
1.72571715976331,505.396739644034,5,500,5,500,5
1.73161715976331,503.740945419808,5,500,5,500,5
1.73751715976331,501.896984490691,5,500,5,500,5
1.73751715976331,500,5,500,5,500,5
1.74341715976331,556.356886267889,5,500,5,500,5
1.74931715976331,608.91232263578,5,500,5,500,5
1.75521715976331,654.12127900078,5,500,5,500,5
1.76111715976331,688.934268529359,5,500,5,500,5
1.76701715976331,711.003045171637,5,500,5,500,5
1.77291715976331,718.839000270971,5,500,5,500,5
1.77881715976331,711.913573917449,5,500,5,500,5
1.78471715976331,690.693907982497,5,500,5,500,5
1.79061715976331,656.61133592487,5,500,5,500,5
1.79651715976331,611.964834830069,5,500,5,500,5
1.80241715976331,559.765952147954,5,500,5,500,5
1.80831715976331,503.535667309657,5,500,5,500,5
1.80831715976331,500,5,500,5,500,5
1.81421715976331,598.116055209606,5,500,5,500,5
1.82011715976331,689.452269946093,5,500,5,500,5
1.82601715976331,767.697292168154,5,500,5,500,5
1.83191715976331,827.444374046926,5,500,5,500,5
1.83781715976331,864.564979401381,5,500,5,500,5
1.84371715976331,876.494066434525,5,500,5,500,5
1.84961715976331,862.407332672091,5,500,5,500,5
1.85551715976331,823.278174440424,5,500,5,500,5
1.86141715976331,761.81042497142,5,500,5,500,5
1.86731715976331,682.251518945888,5,500,5,500,5
1.87321715976331,590.098993845504,5,500,5,500,5
1.87321715976331,500,5,500,5,500,5
1.87911715976331,548.143713045384,5,500,5,500,5
1.88501715976331,592.119828882569,5,500,5,500,5
1.89091715976331,628.121521531643,5,500,5,500,5
1.89681715976331,653.032277032969,5,500,5,500,5
1.90271715976331,664.69567685307,5,500,5,500,5
1.90861715976331,662.102069898301,5,500,5,500,5
1.91451715976331,645.475973731187,5,500,5,500,5
1.92041715976331,616.256639036527,5,500,5,500,5
1.92631715976331,576.973459789069,5,500,5,500,5
1.93221715976331,531.027014336529,5,500,5,500,5
1.93813431952663,500,5,500,5,500,5
1.93813431952663,500,5,500,5,500,5
1.94403431952663,522.298096626535,5,500,5,500,5
1.94993431952663,544.474826568912,5,500,5,500,5
1.95583431952663,566.409483731734,5,500,5,500,5
1.96173431952663,587.982679601596,5,500,5,500,5
1.96763431952663,609.076993068829,5,500,5,500,5
1.97353431952663,629.577609540823,5,500,5,500,5
1.97943431952663,649.372945868307,5,500,5,500,5
1.98533431952663,668.355257683133,5,500,5,500,5
1.99123431952663,686.421225841917,5,500,5,500,5
1.99713431952663,703.472518783525,5,500,5,500,5
2.00303431952663,719.416327739587,5,500,5,500,5
2.00893431952663,734.165871884895,5,500,5,500,5
2.01483431952663,747.640870678209,5,500,5,500,5
2.02073431952663,759.767980822567,5,500,5,500,5
2.02663431952663,770.481195466744,5,500,5,500,5
2.03253431952663,779.722203475049,5,500,5,500,5
2.03843431952663,787.440706809985,5,500,5,500,5
2.04433431952663,793.594694300278,5,500,5,500,5
2.05023431952663,798.150670304191,5,500,5,500,5
2.05613431952663,801.08383702351,5,500,5,500,5
2.06203431952663,802.378229475897,5,500,5,500,5
2.06793431952663,802.026802390961,5,500,5,500,5
2.07383431952663,800.031468557078,5,500,5,500,5
2.07973431952663,796.403088410241,5,500,5,500,5
2.08563431952663,791.161410921614,5,500,5,500,5
2.09153431952663,784.334966105525,5,500,5,500,5
2.09743431952663,775.96090973297,5,500,5,500,5
2.10333431952663,766.084821095847,5,500,5,500,5
2.10923431952663,754.76045492266,5,500,5,500,5
2.11513431952663,742.049448796008,5,500,5,500,5
2.12103431952663,728.020987664354,5,500,5,500,5
2.12693431952663,712.751427274106,5,500,5,500,5
2.13283431952663,696.323878571643,5,500,5,500,5
2.13873431952663,678.827755337356,5,500,5,500,5
2.14463431952663,660.358287513876,5,500,5,500,5
2.15053431952663,641.016002877429,5,500,5,500,5
2.15643431952663,620.906179873509,5,500,5,500,5
2.16233431952663,600.13827459507,5,500,5,500,5
2.16823431952663,578.825325022112,5,500,5,500,5
2.17413431952663,557.083335765372,5,500,5,500,5
2.18003431952663,535.030646662875,5,500,5,500,5
2.18593431952663,512.78728866605,5,500,5,500,5
2.18593431952663,500,5,500,5,500,5
2.19183431952663,512.155026221571,5,500,5,500,5
2.19773431952663,524.292976091899,5,500,5,500,5
2.20363431952663,536.396797249962,5,500,5,500,5
2.20953431952663,548.449485281477,5,500,5,500,5
2.21543431952663,560.434107608061,5,500,5,500,5
2.22133431952663,572.333827275467,5,500,5,500,5
2.22723431952663,584.13192660748,5,500,5,500,5
2.23313431952663,595.811830692249,5,500,5,500,5
2.23903431952663,607.357130668038,5,500,5,500,5
2.24493431952663,618.751606775713,5,500,5,500,5
2.25083431952663,629.979251145549,5,500,5,500,5
2.25673431952663,641.024290286367,5,500,5,500,5
2.26263431952663,651.871207245391,5,500,5,500,5
2.26853431952663,662.504763407705,5,500,5,500,5
2.27443431952663,672.91001990467,5,500,5,500,5
2.28033431952663,683.072358601249,5,500,5,500,5
2.28623431952663,692.97750263272,5,500,5,500,5
2.29213431952663,702.611536461962,5,500,5,500,5
2.29803431952663,711.960925429111,5,500,5,500,5
2.30393431952663,721.012534766128,5,500,5,500,5
2.30983431952663,729.753648049573,5,500,5,500,5
2.31573431952663,738.171985065652,5,500,5,500,5
2.32163431952663,746.255719062438,5,500,5,500,5
2.32753431952663,753.993493365041,5,500,5,500,5
2.33343431952663,761.374437330369,5,500,5,500,5
2.33933431952663,768.388181619075,5,500,5,500,5
2.34523431952663,775.024872763233,5,500,5,500,5
2.35113431952663,781.275187009278,5,500,5,500,5
2.35703431952663,787.130343416758,5,500,5,500,5
2.36293431952663,792.582116194501,5,500,5,500,5
2.36883431952663,797.62284625686,5,500,5,500,5
2.37473431952663,802.245451983813,5,500,5,500,5
2.38063431952663,806.443439169784,5,500,5,500,5
2.38653431952663,810.210910147226,5,500,5,500,5
2.39243431952663,813.54257207213,5,500,5,500,5
2.39833431952663,816.433744359836,5,500,5,500,5
2.40423431952663,818.880365260697,5,500,5,500,5
2.41013431952663,820.878997566342,5,500,5,500,5
2.41603431952663,822.426833438547,5,500,5,500,5
2.42193431952663,823.521698353903,5,500,5,500,5
2.42783431952663,824.16205415877,5,500,5,500,5
2.43373431952663,824.34700123019,5,500,5,500,5
2.43963431952663,824.07627973975,5,500,5,500,5
2.44553431952663,823.350270018613,5,500,5,500,5
2.45143431952663,822.169992023199,5,500,5,500,5
2.45733431952663,820.537103902263,5,500,5,500,5
2.46323431952663,818.4538996674,5,500,5,500,5
2.46913431952663,815.923305970235,5,500,5,500,5
2.47503431952663,812.948877990824,5,500,5,500,5
2.48093431952663,809.534794443061,5,500,5,500,5
2.48683431952663,805.685851704078,5,500,5,500,5
2.49273431952663,801.40745707592,5,500,5,500,5
2.49863431952663,796.70562118893,5,500,5,500,5
2.50453431952663,791.586949557536,5,500,5,500,5
2.51043431952663,786.058633300301,5,500,5,500,5
2.51633431952663,780.12843903726,5,500,5,500,5
2.52223431952663,773.804697978757,5,500,5,500,5
2.52813431952663,767.096294221092,5,500,5,500,5
2.53403431952663,760.012652265435,5,500,5,500,5
2.53993431952663,752.563723777535,5,500,5,500,5
2.54583431952663,744.759973606823,5,500,5,500,5
2.55173431952663,736.612365084557,5,500,5,500,5
2.55763431952663,728.132344621663,5,500,5,500,5
2.56353431952663,719.331825627896,5,500,5,500,5
2.56943431952663,710.223171774935,5,500,5,500,5
2.57533431952663,700.819179626911,5,500,5,500,5
2.58123431952663,691.13306066277,5,500,5,500,5
2.58713431952663,681.178422715732,5,500,5,500,5
2.59303431952663,670.969250855923,5,500,5,500,5
2.59893431952663,660.519887743029,5,500,5,500,5
2.60483431952663,649.845013476585,5,500,5,500,5
2.61073431952663,638.9596249722,5,500,5,500,5
2.61663431952663,627.879014892689,5,500,5,500,5
2.62253431952663,616.618750163722,5,500,5,500,5
2.62843431952663,605.194650104164,5,500,5,500,5
2.63433431952663,593.62276420183,5,500,5,500,5
2.64023431952663,581.919349565889,5,500,5,500,5
2.64613431952663,570.100848087575,5,500,5,500,5
2.65203431952663,558.183863341303,5,500,5,500,5
2.65793431952663,546.185137258649,5,500,5,500,5
2.66383431952663,534.121526607942,5,500,5,500,5
2.66973431952663,522.009979312535,5,500,5,500,5
2.67563431952663,509.867510641002,5,500,5,500,5
2.67563431952663,500,5,500,5,500,5
2.68153431952663,521.266448064059,5,500,5,500,5
2.68743431952663,542.425856117368,5,500,5,500,5
2.69333431952663,563.371722911635,5,500,5,500,5
2.69923431952663,583.99862201175,5,500,5,500,5
2.70513431952663,604.202732436665,5,500,5,500,5
2.71103431952663,623.88236121957,5,500,5,500,5
2.71693431952663,642.938455257187,5,500,5,500,5
2.72283431952663,661.275099871871,5,500,5,500,5
2.72873431952663,678.800001577152,5,500,5,500,5
2.73463431952663,695.424952616788,5,500,5,500,5
2.74053431952663,711.0662749392,5,500,5,500,5
2.74643431952663,725.645241372624,5,500,5,500,5
2.75233431952663,739.088471881094,5,500,5,500,5
2.75823431952663,751.328302906794,5,500,5,500,5
2.76413431952663,762.303127939758,5,500,5,500,5
2.77003431952663,771.957707600755,5,500,5,500,5
2.77593431952663,780.243447676608,5,500,5,500,5
2.78183431952663,787.118643708533,5,500,5,500,5
2.78773431952663,792.548690902397,5,500,5,500,5
2.79363431952663,796.506258304377,5,500,5,500,5
2.79953431952663,798.971426365334,5,500,5,500,5
2.80543431952663,799.931787201499,5,500,5,500,5
2.81133431952663,799.382507046841,5,500,5,500,5
2.81723431952663,797.326350582773,5,500,5,500,5
2.82313431952663,793.77366702273,5,500,5,500,5
2.82903431952663,788.742338021669,5,500,5,500,5
2.83493431952663,782.257687672677,5,500,5,500,5
2.84083431952663,774.352355043686,5,500,5,500,5
2.84673431952663,765.066129895876,5,500,5,500,5
2.85263431952663,754.445752410619,5,500,5,500,5
2.85853431952663,742.544677933011,5,500,5,500,5
2.86443431952663,729.42280791609,5,500,5,500,5
2.87033431952663,715.146188419992,5,500,5,500,5
2.87623431952663,699.786677683562,5,500,5,500,5
2.88213431952663,683.421584441637,5,500,5,500,5
2.88803431952663,666.133278808461,5,500,5,500,5
2.89393431952663,648.00877768574,5,500,5,500,5
2.89983431952663,629.139306782121,5,500,5,500,5
2.90573431952663,609.619841448556,5,500,5,500,5
2.91163431952663,589.548628640666,5,500,5,500,5
2.91753431952663,569.026692414198,5,500,5,500,5
2.92343431952663,548.157325442554,5,500,5,500,5
2.92933431952663,527.045569115734,5,500,5,500,5
2.93523431952663,505.797684837495,5,500,5,500,5
2.94115147928994,500,5,500,5,500,5
